gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63,dim64,dim65,dim66,dim67,dim68,dim69,dim70,dim71,dim72,dim73,dim74,dim75,dim76,dim77,dim78,dim79,dim80,dim81,dim82,dim83,dim84,dim85,dim86,dim87,dim88,dim89,dim90,dim91,dim92,dim93,dim94,dim95,dim96,dim97,dim98,dim99,dim100,dim101,dim102,dim103,dim104,dim105,dim106,dim107,dim108,dim109,dim110,dim111,dim112,dim113,dim114,dim115,dim116,dim117,dim118,dim119,dim120,dim121,dim122,dim123,dim124,dim125,dim126,dim127,dim128
Q9UTN3,-0.007981,0.000357729,-0.00717182,-0.00146589,-0.00190558,-0.00559274,-0.0197108,0.00686047,-0.00163273,-0.0124279,0.00174379,-0.00667102,-0.0264559,0.00391398,-0.0052349,0.00913796,0.0317444,-0.0179411,0.0329956,0.00507778,0.00272938,0.0225566,0.0019614,-0.00387062,-0.00342583,-0.00540874,0.0291034,0.0179299,0.0058765,0.0113159,0.0290272,-0.0049306,0.017567,0.000808902,0.0215259,0.0236022,-0.0201729,-0.016801,0.0136732,-0.0345093,-0.00932345,0.0378806,-0.00122724,-0.00247726,0.0177544,0.00135413,0.010384,0.00801496,-0.0138057,-0.0164278,-0.012463,-0.0357049,0.0056971,-0.019765,-0.00286037,-0.0109234,-0.00238491,-0.00466643,-0.0125367,-0.0182812,-0.015939,-0.0112274,0.0168814,0.0176917,-0.00327546,0.0204435,0.0246476,0.0364446,0.00668505,-0.0151653,0.0253284,0.0375872,-0.0183936,0.0361678,0.00197053,0.0193464,-0.00283532,0.0166317,0.00949982,0.0166868,-0.00336444,-0.0104125,0.00561992,0.0270526,0.0511797,0.00833135,-0.0229235,-0.00774905,0.0173758,0.00959382,-0.00518789,-0.0168692,0.000885394,-0.0202654,0.017962,0.0162483,0.0151714,0.0245231,-0.0223837,-0.0409954,-0.0257573,-0.00609373,-0.00396875,-0.00143619,0.0211798,0.00545423,-0.00260421,-0.00987734,-0.0332749,0.00958691,-0.0247918,0.00305383,-0.000512369,-0.00703064,0.0041886,-0.0162938,-0.0334216,0.0358055,0.0158497,-0.0277637,-0.00861302,0.0200115,-0.02768,0.0269843,-0.00290217,-0.001383,0.000701871,-0.00577076
Q9Y7Z5,-0.00925399,-0.00137087,-0.0094211,-0.00168854,-0.0060511,-0.011724,-0.0240279,0.00902826,0.00202231,-0.0149556,0.00115699,-0.000881645,-0.030841,0.00850874,-0.00603,0.0163355,0.0338106,-0.0229012,0.0443782,0.0119924,0.00709013,0.024177,0.0082113,-0.000966602,-0.00728748,-0.0130534,0.031591,0.0217794,0.00535351,0.0101417,0.0302286,-0.00697331,0.0178086,0.00185877,0.0251158,0.0262759,-0.0207985,-0.0172184,0.0135956,-0.0444323,-0.0180826,0.0481062,0.000503695,-0.00585214,0.0256768,0.00336471,0.015577,0.00479501,-0.0154698,-0.0255695,-0.0222443,-0.0494179,0.00577297,-0.0237118,-0.000907215,-0.0140512,-0.00393302,-0.000974746,-0.016794,-0.0166857,-0.0187228,-0.00767728,0.0236708,0.0255301,-0.00702418,0.0229477,0.0237496,0.0455989,0.00199811,-0.0190851,0.0310038,0.0440499,-0.0243221,0.0456638,0.00205715,0.0177348,-0.0014816,0.0204618,0.00805294,0.0176197,-0.00781046,-0.0115507,0.00885456,0.0272386,0.0654004,0.00942553,-0.025578,-0.0099663,0.0236099,0.0119233,-0.00503668,-0.0269289,0.00323368,-0.0264101,0.0173886,0.0181663,0.019149,0.0280334,-0.0248913,-0.0523877,-0.0299317,-0.0030133,-0.00297766,0.000351145,0.0179212,0.00837566,-0.00272207,-0.0113656,-0.0420916,0.0100802,-0.0309821,0.0054462,0.00238016,-0.00791675,0.00867956,-0.0267712,-0.0351649,0.0483214,0.0228529,-0.034828,-0.0112324,0.0232789,-0.029533,0.0325365,-0.00601668,-0.00468011,0.00156683,-0.00779606
O74518,-0.00920057,-0.000867559,-0.00549114,-0.00547168,-0.00662342,-0.0103978,-0.019824,0.00634362,0.00427172,-0.00825496,0.000500456,-0.00698654,-0.0271889,0.00935873,0.00170606,0.0114039,0.028474,-0.012904,0.030495,0.0118943,0.00280777,0.0155297,0.0039657,-0.00525616,-0.00557879,-0.010882,0.0227517,0.0147792,0.00351566,0.011614,0.022538,-0.0050015,0.0128518,0.000404917,0.0232331,0.0185876,-0.0175972,-0.0166739,0.014584,-0.0391343,-0.0138305,0.0340775,0.00413818,-0.00349119,0.0216307,0.00253975,0.00849979,0.00212329,-0.0128018,-0.0156641,-0.0147106,-0.0378022,0.00668175,-0.0160026,0.00277054,-0.0080241,0.00257259,0.001307,-0.0131874,-0.0179747,-0.0164625,-0.00602262,0.0193855,0.0197286,-0.00575551,0.0188886,0.0242415,0.0405575,0.00599267,-0.0166657,0.0274285,0.0355473,-0.0137054,0.0370836,0.000745937,0.0136087,-0.000524087,0.0111787,0.00789078,0.0158978,-0.00108552,-0.0123211,0.00813622,0.0256062,0.0527403,0.00377012,-0.0231527,-0.00767666,0.0221013,0.0110735,-0.00221585,-0.0215948,0.00718988,-0.0190603,0.0146132,0.0198782,0.0200765,0.0205852,-0.0190367,-0.0448689,-0.0210127,-0.00176004,-0.00359491,0.00303466,0.0205025,0.0107937,-0.00296967,-0.00993204,-0.028563,0.0118131,-0.0206503,-0.00114046,-0.00134659,-0.00654398,0.00880138,-0.0169974,-0.0325084,0.0357428,0.0180891,-0.0257123,-0.00474096,0.0160817,-0.023065,0.025173,-0.00116631,-0.00124199,0.00094688,-0.0122042
Q10362,-0.00416234,0.00210613,-0.00304852,0.000482163,-0.00249691,-0.00422327,-0.0168402,0.00258136,-0.0014742,-0.0151293,0.00121947,-0.00545963,-0.0255998,0.0094353,-0.00364542,0.00771221,0.0303201,-0.0191206,0.0317656,0.00746788,0.00227497,0.0212856,0.0065914,-0.00306616,-0.00679471,-0.00479769,0.0282591,0.0144723,0.000336028,0.0129766,0.0216818,-0.00922285,0.00931427,0.00456542,0.0157416,0.0195364,-0.0197505,-0.013347,0.0106831,-0.0376047,-0.00888145,0.0308663,0.00249897,-0.00225071,0.0157874,0.00583569,0.00720239,0.00441877,-0.0115238,-0.019256,-0.0112483,-0.0336887,0.00482736,-0.0148304,0.00194909,-0.00838071,-0.00175315,0.0017896,-0.0141792,-0.012635,-0.0105867,-0.00606673,0.0154337,0.017197,-0.00701451,0.016778,0.0185381,0.0404882,0.00156254,-0.0169792,0.0189782,0.0317617,-0.0129174,0.0303411,0.000280573,0.0134232,-0.00704521,0.0154796,0.00387987,0.0166519,-0.00568152,-0.00904533,0.00956097,0.0218612,0.047201,0.0039323,-0.0231387,-0.00226131,0.017696,0.0137437,-0.00574206,-0.0214242,0.00533791,-0.0223193,0.0149054,0.0193681,0.0126974,0.0192245,-0.0133069,-0.0376658,-0.0187618,-0.00795128,0.0023805,0.00299403,0.0139952,0.00715421,-0.00299893,-0.00887264,-0.0319683,0.0128669,-0.0246207,0.00205814,0.000327089,-0.00668153,0.00451977,-0.0190464,-0.0322727,0.0316817,0.016984,-0.023455,-0.0083634,0.0173861,-0.0240157,0.0235173,-0.00521329,0.00293526,0.000504709,-0.00746823
P23566,-0.00829246,-0.00203248,-0.0121989,-0.00168311,-0.00717596,-0.00741097,-0.0284512,0.00588123,0.00293471,-0.0185046,0.00219829,-0.00806732,-0.0333017,0.0123029,-0.00356888,0.0150512,0.0430682,-0.0217641,0.04783,0.00968392,0.00533923,0.0250525,0.00426816,-0.00464395,-0.00292231,-0.0106335,0.0335222,0.0226519,0.00841657,0.0184451,0.035519,-0.00761435,0.0163484,0.00886174,0.0281689,0.0306699,-0.028506,-0.0203906,0.016275,-0.0517809,-0.0194788,0.0529182,0.00761477,-0.00259418,0.0225994,0.00253799,0.0137411,0.00771932,-0.0120315,-0.0250248,-0.0175879,-0.0544838,0.00799374,-0.0262921,-0.00397788,-0.0161815,-0.00510482,0.00113384,-0.0164212,-0.0215659,-0.0207928,-0.0083201,0.0327159,0.0260668,-0.00641209,0.0265501,0.0329274,0.0532331,0.00210696,-0.024626,0.0364619,0.0477809,-0.0255358,0.0456207,-0.0019301,0.0215774,-0.00301661,0.0234005,0.00961189,0.0183874,-0.0061678,-0.0186326,0.0169554,0.0315791,0.0730295,0.00528589,-0.0304507,-0.00673588,0.0280308,0.017577,-0.00419502,-0.026948,0.00900527,-0.028147,0.0239634,0.0226257,0.0264669,0.0288335,-0.0251566,-0.0640847,-0.0289992,-0.00420299,0.00291198,0.00034503,0.0221148,0.0116577,-0.00112488,-0.0134616,-0.049233,0.0121598,-0.0352778,0.00526656,0.00291756,-0.00724191,0.0126782,-0.0275394,-0.0455992,0.0492897,0.0217941,-0.0356907,-0.0103241,0.029583,-0.0385837,0.0368029,-0.00158524,0.00111844,-0.00341113,-0.010086
Q09825,-0.0180344,-0.00290523,-0.0197643,-0.00538333,-0.00624,-0.0159064,-0.0464628,0.016928,0.00606648,-0.030713,-0.00111825,-0.010717,-0.0556553,0.0166125,-0.00789709,0.0306956,0.0681831,-0.0438014,0.0896475,0.0244637,0.0132036,0.0436558,0.00898014,-0.00662562,-0.00772884,-0.0230618,0.0680094,0.0354022,0.0126122,0.0300012,0.0668486,-0.0160036,0.0313945,0.0107452,0.0529535,0.0587237,-0.0467346,-0.0321541,0.0311833,-0.0932995,-0.0322407,0.0897932,0.00696705,-0.00676797,0.0419758,0.00800574,0.0305392,0.00956512,-0.0256359,-0.0490104,-0.0386322,-0.0912303,0.0167637,-0.0480992,-0.00242772,-0.0229182,-0.00491676,-0.00291608,-0.0335673,-0.0402484,-0.0365976,-0.020317,0.0504927,0.0473021,-0.012349,0.0422796,0.0531142,0.100398,0.0101475,-0.0400361,0.0630028,0.0835244,-0.0405498,0.083241,-0.00516075,0.0388982,-0.0101916,0.0369381,0.0168667,0.0353656,-0.0119465,-0.0287341,0.024537,0.0612019,0.126599,0.0136424,-0.054099,-0.0169039,0.0476158,0.0267531,-0.0093449,-0.0506746,0.0100344,-0.0480561,0.0402194,0.0449429,0.0407576,0.0514812,-0.0453008,-0.108491,-0.0526365,-0.0162202,0.000217329,0.00334176,0.0404443,0.0176691,-0.00919368,-0.022116,-0.0778565,0.0280658,-0.061459,0.00326398,0.00303695,-0.0179093,0.0163183,-0.0492917,-0.0764219,0.087355,0.0424567,-0.0606299,-0.0181765,0.0527388,-0.0618255,0.0690121,-0.00506977,-0.00527516,-3.71434e-05,-0.0244126
Q9UT30,-0.0157528,-0.0033179,-0.0169983,-0.0064573,-0.0110234,-0.0122336,-0.0424489,0.0131053,0.00703661,-0.027168,0.00149903,-0.00697432,-0.0456749,0.0150234,-0.000934226,0.0197667,0.0542831,-0.0310689,0.0721853,0.0196268,0.0125712,0.0367429,0.0117745,-0.00859848,-0.011886,-0.0213226,0.0542048,0.0278356,0.00635909,0.023891,0.0571601,-0.0130669,0.0316283,0.0111469,0.0399279,0.0424206,-0.0343042,-0.0237522,0.023435,-0.0745535,-0.0287066,0.0700992,0.00223872,-0.00700589,0.0359587,0.00802484,0.0259343,0.00571464,-0.0197249,-0.0412942,-0.0259256,-0.0710539,0.0137209,-0.0341879,-0.00316164,-0.020677,-0.00153715,-8.37364e-05,-0.023293,-0.0293458,-0.0287384,-0.0180895,0.0431266,0.0426332,-0.0104208,0.0344542,0.044023,0.0794518,0.0052561,-0.0308137,0.0501185,0.071806,-0.0364883,0.0712815,-0.00447193,0.032512,-0.00303786,0.0275147,0.0131434,0.0259121,-0.00830289,-0.0241202,0.0163612,0.0495014,0.101618,0.0109583,-0.0425133,-0.0113658,0.0398921,0.0246955,-0.0121765,-0.0403381,0.00943361,-0.0430334,0.0315705,0.0347515,0.0345063,0.0400119,-0.0383583,-0.0874164,-0.0468711,-0.0104973,-0.00240043,0.00153729,0.0330654,0.0212649,-0.00725014,-0.0161049,-0.0656726,0.0173098,-0.0485927,0.00324281,0.00376501,-0.0125576,0.010626,-0.0366855,-0.0573325,0.0690433,0.0348909,-0.0501796,-0.0134383,0.0403169,-0.0545589,0.052708,-0.00626479,-0.00281607,-0.0064988,-0.0160022
O94529,-0.0119315,-0.00220156,-0.0152634,-0.00281134,-0.00940405,-0.0158462,-0.0324729,0.00780598,-0.00119456,-0.0191501,0.00240899,-0.00450019,-0.0467534,0.0165905,-0.00312996,0.0195207,0.0551407,-0.0338212,0.0637423,0.0193904,0.00827425,0.0354596,0.00721667,-0.0054851,-0.00530447,-0.0195366,0.0490999,0.025175,0.00588166,0.0186992,0.0505206,-0.0073485,0.0256917,0.0109071,0.0401017,0.0386537,-0.029587,-0.0245947,0.0276952,-0.0669063,-0.0214103,0.0637803,0.00643609,-0.00907931,0.0333203,0.000991113,0.023783,0.0103505,-0.0167643,-0.0303318,-0.0268625,-0.0685496,0.00844263,-0.0334434,0.00197446,-0.0135016,-0.00389025,-0.00440379,-0.0190962,-0.0304763,-0.0208038,-0.0177771,0.0399192,0.0342703,-0.0122165,0.028898,0.0347668,0.0703734,0.0104486,-0.0325058,0.045124,0.0643879,-0.0272494,0.0629781,-0.00251259,0.0330745,-0.00630537,0.0318803,0.0099442,0.0224668,-0.00437332,-0.0232859,0.0152117,0.0455849,0.0957022,0.00825766,-0.0386145,-0.0114841,0.0362069,0.0189055,-0.00873613,-0.0387058,0.00957598,-0.034425,0.0327186,0.0272339,0.0322501,0.0349684,-0.0350811,-0.0791183,-0.043863,-0.00824145,-0.00297378,-0.00152273,0.0315145,0.0172519,-0.00810569,-0.0126988,-0.0593696,0.0192511,-0.0404882,0.00781773,0.000750821,-0.0139077,0.0111392,-0.0345057,-0.0550704,0.0661429,0.0340241,-0.0480465,-0.0128638,0.0364824,-0.0454089,0.0463344,-0.00448728,-0.00171446,0.000868783,-0.0181739
O14129,-0.00679285,-0.00265213,-0.00662569,-0.001126,-0.00426251,-0.00567605,-0.0171856,0.00178075,0.0022603,-0.00874964,0.00210435,-0.00227552,-0.0241093,0.00662732,0.000127583,0.0106673,0.0277309,-0.0130284,0.0290155,0.010565,0.00742852,0.0180093,0.00514846,-0.00531278,-0.000768739,-0.00861227,0.0284136,0.0131934,0.00119054,0.0108505,0.0278299,-0.00220106,0.016679,0.000811578,0.0192669,0.0193429,-0.0142423,-0.013941,0.0153457,-0.0333631,-0.0120935,0.0362024,0.00350924,-0.000647584,0.017792,3.42398e-05,0.013463,0.00401303,-0.0131447,-0.014346,-0.0139131,-0.0309191,0.00574698,-0.0155168,-0.000982756,-0.0111174,0.00271817,-0.000408459,-0.0100026,-0.0118842,-0.0125183,-0.00586688,0.0178141,0.0189179,-0.00339835,0.0195191,0.0188074,0.0378311,0.00143785,-0.0148919,0.0179944,0.0294866,-0.0143232,0.0335243,-0.00407472,0.0164573,-0.00411354,0.0148894,0.00813126,0.0141441,-0.000239336,-0.0109724,0.0121073,0.0222314,0.045652,0.00307706,-0.0211017,-0.00357676,0.0161061,0.0109549,-0.00478014,-0.0173942,0.00557666,-0.0206979,0.017744,0.0184361,0.0133172,0.0194301,-0.0155652,-0.0375171,-0.0217815,-0.00363925,-0.00220048,0.00312076,0.0155977,0.00618003,-0.00179724,-0.00545545,-0.0328883,0.0108562,-0.0235507,0.00143222,0.00146399,-0.00246149,0.00771657,-0.0200014,-0.0269917,0.0334642,0.0177016,-0.0200596,-0.00624182,0.0210597,-0.0217103,0.0280105,0.000815975,0.00299021,0.00214072,-0.00972495
Q09884,-0.00885721,0.000778024,-0.00994202,-0.00134081,-0.000256522,-0.0100574,-0.0216551,0.0064023,0.00260968,-0.0142514,0.0019086,-0.00700156,-0.0268886,0.00410009,0.000523114,0.00925038,0.0330634,-0.0203463,0.0383522,0.00920497,0.00906093,0.0190278,0.00554926,-0.00665518,-0.00678706,-0.00903654,0.032858,0.0176101,0.00191589,0.00823063,0.0306614,-0.00545638,0.0153739,0.000809523,0.0249882,0.0209747,-0.0160493,-0.01565,0.0140426,-0.0440602,-0.011739,0.0352046,-0.000555751,-0.0044864,0.0171633,0.00600115,0.0161083,0.00174329,-0.00992981,-0.0208155,-0.0127861,-0.0375343,0.00363491,-0.0237053,-0.0040551,-0.00927891,-6.21526e-05,-0.00240305,-0.0102434,-0.019331,-0.0159862,-0.0112037,0.0189383,0.0211766,-0.00320396,0.0151881,0.0240809,0.0449546,0.00157225,-0.0145057,0.0301063,0.0376465,-0.0143695,0.0387862,-0.00237752,0.0170322,-0.00214566,0.0201836,0.00338445,0.0174018,-0.00464651,-0.0111303,0.00953114,0.0286514,0.0515852,0.00610063,-0.0225453,-0.00530345,0.0207648,0.0163012,-0.00822499,-0.0231891,0.00415007,-0.0250078,0.0170366,0.016826,0.0199107,0.0195805,-0.0181981,-0.047013,-0.0218194,-0.00771303,0.000202877,0.00450699,0.016132,0.00777601,-0.00128971,-0.0101838,-0.034305,0.0138396,-0.0240164,0.00316605,0.00138235,-0.00546175,0.00825367,-0.0212646,-0.0326805,0.041819,0.0214405,-0.0273403,-0.00819786,0.023594,-0.0315191,0.0328667,0.000967877,0.00126492,-0.000553953,-0.00879075
O14310,-0.00863528,0.00118225,-0.0118739,-0.00426582,-0.00436883,-0.00811033,-0.0285982,0.00917947,0.00508852,-0.0177453,-7.17195e-05,-0.00952799,-0.0363537,0.0139845,0.00033333,0.016019,0.0461543,-0.0270846,0.0553553,0.0113026,0.0103396,0.0269939,0.00906675,-0.00808526,-0.00635928,-0.0138289,0.043002,0.0244583,0.00549674,0.0132278,0.0372695,-0.012147,0.0185057,0.00695464,0.0333661,0.0302246,-0.0281173,-0.0179685,0.0176776,-0.0561332,-0.01944,0.0554388,0.00669896,-0.00131358,0.0315762,0.00689808,0.0210015,0.0103354,-0.0182001,-0.0259281,-0.0245007,-0.0570857,0.00768861,-0.0281529,-0.00306406,-0.0162427,-0.00123707,-0.00340552,-0.0198272,-0.0257763,-0.0203112,-0.0109926,0.0317434,0.0318163,-0.0109156,0.0281027,0.0344212,0.0615636,0.00769482,-0.024715,0.0358651,0.0551122,-0.0218859,0.053302,-0.00324064,0.0213036,-0.00793055,0.0272282,0.00824021,0.0169004,-0.00368572,-0.0158408,0.0128301,0.0336964,0.0733131,0.00980898,-0.0342299,-0.0106831,0.0285502,0.0192666,-0.00869088,-0.0317655,0.00469037,-0.0287427,0.0232695,0.0244721,0.0278242,0.0295402,-0.0242117,-0.0658743,-0.0341876,-0.00670885,0.00433277,-4.19518e-05,0.0290674,0.0122272,-0.00771118,-0.0173634,-0.0505673,0.0155556,-0.0327635,0.00625585,0.00166245,-0.00785739,0.0097205,-0.0276872,-0.0449924,0.054168,0.0263971,-0.0375739,-0.0134685,0.0313243,-0.0392418,0.0398914,-0.0028463,-0.00419289,-0.00357946,-0.0116423
Q09849,-0.00442011,0.00295537,-0.00271355,-0.00153681,-0.000202277,-0.00455276,-0.0223263,0.00789248,0.000568353,-0.00896523,-0.00048155,-0.00740657,-0.0228982,0.00513861,0.00184678,0.0140493,0.0248145,-0.0197649,0.0320116,0.00525307,0.00691015,0.0215167,0.00234562,-0.00513378,-0.00130804,-0.0120003,0.0247061,0.0165072,0.000771811,0.0133977,0.0291754,-0.00798015,0.0119162,0.00235648,0.0171015,0.0187557,-0.0139352,-0.0171034,0.0166552,-0.0360731,-0.0132559,0.0332488,0.00243782,-0.00010881,0.0163772,0.00356755,0.00793451,0.00465424,-0.0142765,-0.0222092,-0.0139088,-0.0360379,0.00458175,-0.0219293,0.0023675,-0.0119132,-0.0036801,-0.00356583,-0.0126592,-0.018084,-0.0142233,-0.00701807,0.0245581,0.017631,-0.00520881,0.0197664,0.0187259,0.0390252,0.00240056,-0.0171701,0.0224813,0.0358304,-0.0145002,0.0335984,0.00211689,0.0146148,-0.0070459,0.0191785,0.00573111,0.0101295,-0.00676557,-0.0140786,0.00764024,0.024037,0.0499691,0.00733646,-0.0247431,-0.00277361,0.0195247,0.0132334,-0.00330251,-0.018411,0.00460247,-0.0211905,0.0128975,0.0196178,0.016817,0.019141,-0.0189709,-0.0446856,-0.0232447,-0.00142216,0.00205206,0.00472553,0.014735,0.00519326,-0.00699339,-0.0104236,-0.0357528,0.00711117,-0.0210387,0.00200262,3.11489e-05,-0.00593254,0.0104497,-0.0206711,-0.0306112,0.0336878,0.0178703,-0.0259845,-0.00988675,0.0178958,-0.0292357,0.0310007,-0.00434886,0.000149938,-0.00381032,-0.00933672
Q9Y703,-0.0101047,0.00134172,-0.00930231,-0.000392749,-0.00784461,-0.00905792,-0.0255809,0.010832,0.00263305,-0.0107044,0.00142994,-0.0021896,-0.0295526,0.0117849,-0.00246755,0.0104752,0.0300824,-0.017596,0.0407168,0.00965131,0.0106115,0.0225769,0.00889686,-0.00319968,-0.00480126,-0.0140826,0.0333342,0.019962,0.00866132,0.0118311,0.0323428,-0.00344238,0.0205699,0.00820412,0.0280702,0.0285602,-0.0202066,-0.0164469,0.016457,-0.0460803,-0.0108686,0.0385387,0.000873128,-0.00570561,0.0234208,0.00506739,0.0133079,0.00329088,-0.016024,-0.0231759,-0.0140741,-0.0466826,0.00973833,-0.0185547,0.000541431,-0.0136648,-0.00106196,0.00199908,-0.0135401,-0.019546,-0.0165603,-0.0138374,0.0286977,0.027965,-0.00442398,0.0221982,0.0256589,0.0456629,0.00479522,-0.0167458,0.0262131,0.0436724,-0.0203357,0.0387742,0.00130293,0.0185813,-0.00129242,0.0220174,0.00611819,0.0159523,-0.00583092,-0.0154993,0.0135758,0.029934,0.0619262,0.00806164,-0.0234533,-0.00387504,0.026793,0.0109263,-0.00630182,-0.0246738,0.00526663,-0.0202556,0.0159233,0.0184804,0.0168476,0.0218183,-0.0188999,-0.0533121,-0.0286894,-0.00655371,0.00296714,0.00532456,0.0230222,0.0139427,-0.00309978,-0.0115251,-0.039884,0.0165113,-0.026008,0.00587243,0.000627041,-0.00526953,0.00683967,-0.0217061,-0.033495,0.0395046,0.02098,-0.0285955,-0.00958241,0.0270146,-0.0325658,0.034547,0.000279602,-0.000536841,-0.00163455,-0.0086634
P41887,-0.0178863,-0.00489411,-0.0088055,-0.000851566,-0.00252569,-0.00966754,-0.0360524,0.0116407,0.0020425,-0.0187869,-0.00345919,-0.00768774,-0.0374022,0.00856455,-0.00564581,0.0214308,0.047048,-0.0317005,0.0608978,0.0156769,0.00880452,0.0311727,0.010048,-0.00464819,-0.0113991,-0.0179233,0.0411161,0.023763,0.00586647,0.0218593,0.0454218,-0.00943489,0.02325,0.0094146,0.03303,0.0351768,-0.030318,-0.0213126,0.0243353,-0.0620894,-0.0185398,0.0632785,0.00551334,-0.00249152,0.0272089,0.00582481,0.0226006,0.00821363,-0.0223887,-0.0302635,-0.021038,-0.0649721,0.00985123,-0.0285927,0.00268658,-0.0151693,0.00100626,0.000359489,-0.0220331,-0.0230276,-0.0245739,-0.014926,0.0382179,0.0318096,-0.0132866,0.0293108,0.0347186,0.0682659,0.00331611,-0.0245275,0.0393996,0.0609454,-0.0250137,0.0605159,-0.00130205,0.0303246,-0.00207328,0.0275531,0.00881265,0.0262303,-0.00854368,-0.0225149,0.0194737,0.0425655,0.086707,0.00823077,-0.0384336,-0.00912257,0.0323161,0.0208275,-0.00677634,-0.0317858,0.00802688,-0.0299232,0.0292614,0.0289278,0.0319425,0.0352294,-0.0329913,-0.073782,-0.0398633,-0.0125969,-0.0032052,0.000279576,0.0260766,0.0167257,-0.00907745,-0.0168022,-0.0558783,0.0183915,-0.0404113,0.00696868,0.00308229,-0.0120528,0.011329,-0.030333,-0.0524162,0.064856,0.029098,-0.038754,-0.0106281,0.0340394,-0.0419143,0.0435012,-0.00120418,-0.000221696,0.000618383,-0.0190776
Q92383,-0.0122613,-0.00371235,-0.0136226,-0.0063816,-0.00827831,-0.0114122,-0.0282001,0.010902,0.00193728,-0.0220375,-0.00222153,-0.00289596,-0.034949,0.0133824,-0.0020331,0.0143376,0.0420803,-0.0240846,0.0560362,0.0115923,0.0111837,0.0309739,0.00514581,-0.00780983,-0.00353206,-0.0153722,0.0418889,0.0229114,0.00668038,0.0192919,0.0408628,-0.0085306,0.0198867,0.00794559,0.0332782,0.0362493,-0.0285735,-0.0182,0.0172162,-0.0541103,-0.0157033,0.0569135,0.0042864,-0.00355046,0.0314862,0.00560289,0.0167609,0.00807228,-0.0132151,-0.0271151,-0.01959,-0.0584832,0.00542292,-0.0258588,0.00222405,-0.00957021,-0.000900852,-0.00328552,-0.0157861,-0.0269813,-0.0218196,-0.00886229,0.0276112,0.0339296,-0.00978789,0.027436,0.0330548,0.0605351,0.00286727,-0.0260555,0.0389272,0.0544824,-0.02132,0.0522498,-0.00135256,0.0268572,-0.00774079,0.0201333,0.00735257,0.0202167,-0.00726884,-0.0152421,0.0162498,0.0400736,0.078939,0.0100336,-0.0360736,-0.00836311,0.0291118,0.0157399,-0.00437655,-0.0335935,0.00706579,-0.0330151,0.023555,0.0235692,0.0273246,0.0276216,-0.0288142,-0.0637136,-0.0320418,-0.00533321,-0.00179896,0.00390545,0.0247476,0.0156641,-0.0062134,-0.0109887,-0.0472496,0.0143084,-0.0372032,0.00453349,0.00536809,-0.00831747,0.0115855,-0.0263441,-0.0461006,0.0543799,0.0225423,-0.0360369,-0.0103444,0.031888,-0.0420451,0.0447142,-0.00323234,0.00262179,0.000901784,-0.0138405
O60126,-0.0106093,-0.00337973,-0.00946596,-0.00300938,-0.00660015,-0.00644977,-0.018974,0.00439876,-0.00255111,-0.0084671,-0.000266394,-0.00262112,-0.0193263,0.00365821,-0.00234378,0.00646683,0.0239297,-0.0183575,0.0283762,0.00370564,0.00868739,0.0160187,0.00527031,-0.00657665,-0.00433778,-0.0105328,0.0238247,0.0125533,0.00612352,0.00893904,0.0203794,-0.00636159,0.00949108,0.00646885,0.0129682,0.0185406,-0.0171393,-0.0141258,0.00820301,-0.0309756,-0.010994,0.0265903,-0.000948513,-0.00486584,0.0113933,0.00571718,0.00615471,0.00308311,-0.0110055,-0.0114443,-0.0155312,-0.0323846,0.00658107,-0.0122798,0.000229503,-0.00565137,-0.0039889,-0.0040173,-0.0089499,-0.0109356,-0.0104197,-0.0105189,0.015751,0.0142752,-0.00177565,0.0120618,0.0220481,0.0300009,0.00553257,-0.0121521,0.0182742,0.0274468,-0.0148705,0.0286416,-0.00145965,0.015224,-0.000336965,0.0107229,0.00753893,0.00713024,-0.000777765,-0.00808771,0.0101119,0.0161446,0.0442217,0.0054502,-0.0207168,-0.00922472,0.0135798,0.00637889,-0.00586584,-0.0132577,0.00144371,-0.0193323,0.0122176,0.0163785,0.0165225,0.0146423,-0.0159083,-0.0382151,-0.0196657,-0.0035806,-0.00023125,0.000656583,0.0166386,0.00344321,-0.00403111,-0.0089574,-0.0294333,0.0107169,-0.0214841,0.00110474,0.00237494,-0.00378697,0.00909389,-0.0117334,-0.0275932,0.0278016,0.0145971,-0.0212361,-0.00830665,0.0196614,-0.0218573,0.0220836,-0.0018328,0.00183369,-0.00293094,-0.00490322
